Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales(in dollars),Operating Profit(in dollars),Sales Method
Foot Locker,1185732,13-09-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35.00,175,61250,18375,Online
Foot Locker,1185732,13-09-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.00,150,52500,15750,Online
Foot Locker,1185732,13-09-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.00,150,67500,23625,Online
Foot Locker,1185732,13-09-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,50.00,225,112500,45000,Online
Foot Locker,1185732,12-10-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,55.00,400,220000,77000,Online
Foot Locker,1185732,12-10-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.00,250,112500,33750,Online
Foot Locker,1185732,12-10-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.00,150,67500,20250,Online
Foot Locker,1185732,12-10-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45.00,125,56250,16875,Online
Foot Locker,1185732,12-10-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,55.00,125,68750,24063,Online
Sports Direct,1185732,12-10-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,60.00,250,150000,60000,Online
Sports Direct,1185732,12-11-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,55.00,400,220000,77000,Online
Sports Direct,1185732,12-11-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.00,250,112500,33750,Online
Sports Direct,1185732,12-11-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.00,195,87750,26325,Online
Sports Direct,1185732,12-11-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45.00,175,78750,23625,Online
Sports Direct,1185732,12-11-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,60.00,150,90000,31500,Online
Sports Direct,1185732,12-11-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,65.00,250,162500,65000,Online
Sports Direct,1185732,11-12-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,60.00,500,300000,105000,Online
Sports Direct,1185732,11-12-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,50.00,300,150000,45000,Online
Sports Direct,1185732,11-12-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,50.00,250,125000,37500,Online
Sports Direct,1185732,11-12-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,50.00,200,100000,30000,Online
Sports Direct,1185732,11-12-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,60.00,200,120000,42000,Online
Sports Direct,1185732,11-12-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,65.00,300,195000,78000,Online
Sports Direct,1185732,09-01-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,35.00,475,166250,58188,Online
Sports Direct,1185732,09-01-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.00,275,96250,28875,Online
Sports Direct,1185732,09-01-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.00,275,68750,20625,Online
Sports Direct,1185732,09-01-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,30.00,125,37500,11250,Online
Sports Direct,1185732,09-01-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.00,175,78750,27563,Online
Sports Direct,1185732,09-01-2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.00,275,96250,38500,Online
Sports Direct,1185732,09-02-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,35.00,525,183750,64313,Online
Sports Direct,1185732,09-02-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.00,175,61250,18375,Online
Sports Direct,1185732,09-02-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.00,225,56250,16875,Online
Sports Direct,1185732,09-02-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30.00,100,30000,9000,Online
Sports Direct,1185732,09-02-2021,Midwest,North Dakota,Fargo,Men's Apparel,45.00,175,78750,27563,Online
Sports Direct,1185732,09-02-2021,Midwest,North Dakota,Fargo,Women's Apparel,25.00,275,68750,27500,Online
Sports Direct,1185732,08-03-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,30.00,495,148500,51975,Online
Sports Direct,1185732,08-03-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30.00,200,60000,18000,Online
Sports Direct,1185732,08-03-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,20.00,225,45000,13500,Online
Sports Direct,1185732,08-03-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.00,75,18750,5625,Online
Sports Direct,1185732,08-03-2021,Midwest,North Dakota,Fargo,Men's Apparel,40.00,125,50000,17500,Online
Sports Direct,1185732,08-03-2021,Midwest,North Dakota,Fargo,Women's Apparel,30.00,225,67500,27000,Online
Sports Direct,1185732,09-04-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,30.00,450,135000,47250,Online
Sports Direct,1185732,09-04-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30.00,150,45000,13500,Online
Sports Direct,1185732,09-04-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,20.00,150,30000,9000,Online
Sports Direct,1185732,09-04-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.00,75,18750,5625,Online
Sports Direct,1185732,09-04-2021,Midwest,North Dakota,Fargo,Men's Apparel,60.00,100,60000,21000,In-store
Sports Direct,1185732,09-04-2021,Midwest,North Dakota,Fargo,Women's Apparel,50.00,225,112500,45000,In-store
Sports Direct,1185732,10-05-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,60.00,495,297000,103950,In-store
Sports Direct,1185732,10-05-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45.00,200,90000,27000,In-store
Sports Direct,1185732,10-05-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,40.00,175,70000,21000,In-store
Sports Direct,1185732,10-05-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.00,100,40000,12000,In-store
Sports Direct,1185732,10-05-2021,Midwest,North Dakota,Fargo,Men's Apparel,50.00,125,62500,21875,In-store
Sports Direct,1185732,10-05-2021,Midwest,North Dakota,Fargo,Women's Apparel,55.00,250,137500,55000,In-store
Sports Direct,1185732,09-06-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,40.00,500,200000,70000,In-store
Sports Direct,1185732,09-06-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35.00,250,87500,26250,In-store
Sports Direct,1185732,09-06-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,30.00,200,60000,18000,In-store
Sports Direct,1185732,09-06-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30.00,175,52500,15750,In-store
Sports Direct,1185732,09-06-2021,Midwest,North Dakota,Fargo,Men's Apparel,40.00,175,70000,24500,In-store
Sports Direct,1185732,09-06-2021,Midwest,North Dakota,Fargo,Women's Apparel,55.00,325,178750,71500,In-store
Sports Direct,1185732,08-07-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,50.00,550,275000,96250,In-store
Sports Direct,1185732,08-07-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45.00,300,135000,40500,In-store
Sports Direct,1185732,08-07-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,40.00,225,90000,27000,In-store
Sports Direct,1185732,08-07-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.00,175,70000,21000,In-store
Sports Direct,1185732,08-07-2021,Midwest,North Dakota,Fargo,Men's Apparel,50.00,200,100000,35000,In-store
Sports Direct,1185732,08-07-2021,Midwest,North Dakota,Fargo,Women's Apparel,55.00,375,206250,82500,In-store
Sports Direct,1185732,09-08-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,50.00,525,262500,91875,In-store
Sports Direct,1185732,09-08-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45.00,300,135000,40500,In-store
Sports Direct,1185732,09-08-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,40.00,225,90000,27000,In-store
Sports Direct,1185732,09-08-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.00,200,80000,24000,In-store
Sports Direct,1185732,09-08-2021,Midwest,North Dakota,Fargo,Men's Apparel,50.00,175,87500,30625,In-store
Sports Direct,1185732,09-08-2021,Midwest,North Dakota,Fargo,Women's Apparel,55.00,350,192500,77000,In-store
Sports Direct,1185732,10-09-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,40.00,475,190000,66500,In-store
Sports Direct,1185732,10-09-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35.00,275,96250,28875,In-store
Sports Direct,1185732,10-09-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,30.00,175,52500,15750,In-store
Sports Direct,1185732,10-09-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30.00,150,45000,13500,In-store
Sports Direct,1185732,10-09-2021,Midwest,North Dakota,Fargo,Men's Apparel,40.00,150,60000,21000,In-store
Sports Direct,1185732,10-09-2021,Midwest,North Dakota,Fargo,Women's Apparel,45.00,225,101250,40500,In-store
Sports Direct,1185732,09-10-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,50.00,400,200000,70000,In-store
Sports Direct,1185732,09-10-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,40.00,250,100000,30000,In-store
Sports Direct,1185732,09-10-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,40.00,150,60000,18000,In-store
Sports Direct,1185732,09-10-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.00,125,50000,15000,In-store
Sports Direct,1185732,09-10-2021,Midwest,North Dakota,Fargo,Men's Apparel,50.00,125,62500,21875,In-store
Foot Locker,1185732,09-10-2021,Midwest,North Dakota,Fargo,Women's Apparel,55.00,250,137500,55000,In-store
Foot Locker,1185732,09-11-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,50.00,400,200000,70000,In-store
Foot Locker,1185732,09-11-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,40.00,250,100000,30000,In-store
Foot Locker,1185732,09-11-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,40.00,195,78000,23400,In-store
Foot Locker,1185732,09-11-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.00,175,70000,21000,In-store
Foot Locker,1185732,09-11-2021,Midwest,North Dakota,Fargo,Men's Apparel,60.00,150,90000,31500,In-store
Foot Locker,1185732,09-11-2021,Midwest,North Dakota,Fargo,Women's Apparel,65.00,250,162500,65000,In-store
Foot Locker,1185732,08-12-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,60.00,500,300000,105000,In-store
Foot Locker,1185732,08-12-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,50.00,300,150000,45000,In-store
Foot Locker,1185732,08-12-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,50.00,250,125000,37500,In-store
Foot Locker,1185732,08-12-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,50.00,200,100000,30000,In-store
Foot Locker,1185732,08-12-2021,Midwest,North Dakota,Fargo,Men's Apparel,60.00,200,120000,42000,In-store
Foot Locker,1185732,08-12-2021,Midwest,North Dakota,Fargo,Women's Apparel,65.00,300,195000,78000,In-store
Foot Locker,1185732,06-01-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,30.00,450,135000,40500,In-store
Foot Locker,1185732,06-01-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30.00,250,75000,26250,In-store
Foot Locker,1185732,06-01-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,20.00,250,50000,15000,In-store
Foot Locker,1185732,06-01-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.00,100,25000,7500,In-store
Foot Locker,1185732,06-01-2021,Midwest,North Dakota,Fargo,Men's Apparel,40.00,150,60000,30000,In-store
Foot Locker,1185732,06-01-2021,Midwest,North Dakota,Fargo,Women's Apparel,30.00,250,75000,30000,In-store
Foot Locker,1185732,06-02-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,30.00,500,150000,45000,In-store
Foot Locker,1185732,06-02-2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30.00,150,45000,15750,In-store
Foot Locker,1185732,06-02-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,20.00,200,40000,12000,In-store
Foot Locker,1185732,06-02-2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.00,75,18750,5625,In-store
Foot Locker,1185732,06-02-2021,Midwest,Iowa,Des Moines,Men's Apparel,40.00,150,60000,30000,In-store
Foot Locker,1185732,06-02-2021,Midwest,Iowa,Des Moines,Women's Apparel,15.00,250,37500,15000,In-store
Foot Locker,1185732,05-03-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,20.00,470,94000,28200,In-store
Foot Locker,1185732,05-03-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20.00,175,35000,12250,In-store
Foot Locker,1185732,05-03-2021,Midwest,Iowa,Des Moines,Women's Street Footwear,10.00,225,22500,6750,In-store
Foot Locker,1185732,05-03-2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15.00,100,15000,4500,In-store
Foot Locker,1185732,05-03-2021,Midwest,Iowa,Des Moines,Men's Apparel,30.00,150,45000,22500,In-store
Foot Locker,1185732,05-03-2021,Midwest,Iowa,Des Moines,Women's Apparel,20.00,250,50000,20000,In-store
Foot Locker,1185732,06-04-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,20.00,475,95000,28500,In-store
Foot Locker,1185732,06-04-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20.00,175,35000,12250,In-store
Foot Locker,1185732,06-04-2021,Midwest,Iowa,Des Moines,Women's Street Footwear,10.00,175,17500,5250,In-store
Foot Locker,1185732,06-04-2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15.00,100,15000,4500,In-store
Foot Locker,1185732,06-04-2021,Midwest,Iowa,Des Moines,Men's Apparel,60.00,125,75000,37500,In-store
Foot Locker,1185732,06-04-2021,Midwest,Iowa,Des Moines,Women's Apparel,50.00,250,125000,50000,In-store
Foot Locker,1185732,07-05-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,60.00,520,312000,93600,In-store
Foot Locker,1185732,07-05-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,40.00,225,90000,31500,In-store
Foot Locker,1185732,07-05-2021,Midwest,Iowa,Des Moines,Women's Street Footwear,35.00,200,70000,21000,In-store
Foot Locker,1185732,07-05-2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35.00,125,43750,13125,In-store
Foot Locker,1185732,07-05-2021,Midwest,Iowa,Des Moines,Men's Apparel,45.00,150,67500,33750,In-store
Foot Locker,1185732,07-05-2021,Midwest,Iowa,Des Moines,Women's Apparel,50.00,275,137500,55000,In-store
Foot Locker,1185732,06-06-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,35.00,525,183750,55125,In-store
Foot Locker,1185732,06-06-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.00,275,82500,28875,In-store
Foot Locker,1185732,06-06-2021,Midwest,Iowa,Des Moines,Women's Street Footwear,25.00,200,50000,15000,In-store
Foot Locker,1185732,06-06-2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.00,175,43750,13125,In-store
Foot Locker,1185732,06-06-2021,Midwest,Iowa,Des Moines,Men's Apparel,35.00,175,61250,30625,In-store
Foot Locker,1185732,06-06-2021,Midwest,Iowa,Des Moines,Women's Apparel,55.00,325,178750,71500,In-store
Foot Locker,1185732,05-07-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,50.00,550,275000,82500,In-store
Foot Locker,1185732,05-07-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,45.00,300,135000,47250,In-store
Foot Locker,1185732,05-07-2021,Midwest,Iowa,Des Moines,Women's Street Footwear,40.00,225,90000,27000,In-store
Foot Locker,1185732,05-07-2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40.00,175,70000,21000,In-store
Foot Locker,1185732,05-07-2021,Midwest,Iowa,Des Moines,Men's Apparel,50.00,200,100000,50000,In-store
Foot Locker,1185732,05-07-2021,Midwest,Iowa,Des Moines,Women's Apparel,55.00,375,206250,82500,In-store
Foot Locker,1185732,06-08-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,50.00,525,262500,78750,In-store
Foot Locker,1185732,06-08-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,45.00,300,135000,47250,In-store
Foot Locker,1185732,06-08-2021,Midwest,Iowa,Des Moines,Women's Street Footwear,40.00,225,90000,27000,In-store
Foot Locker,1185732,06-08-2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40.00,200,80000,24000,In-store
Foot Locker,1185732,06-08-2021,Midwest,Iowa,Des Moines,Men's Apparel,50.00,175,87500,43750,In-store
Foot Locker,1185732,06-08-2021,Midwest,Iowa,Des Moines,Women's Apparel,55.00,350,192500,77000,In-store
Foot Locker,1185732,07-09-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,35.00,475,166250,49875,In-store
Foot Locker,1185732,07-09-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.00,275,82500,28875,In-store
Foot Locker,1185732,07-09-2021,Midwest,Iowa,Des Moines,Women's Street Footwear,25.00,175,43750,13125,In-store
Foot Locker,1185732,07-09-2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.00,150,37500,11250,In-store
Foot Locker,1185732,07-09-2021,Midwest,Iowa,Des Moines,Men's Apparel,35.00,150,52500,26250,In-store
Foot Locker,1185732,07-09-2021,Midwest,Iowa,Des Moines,Women's Apparel,40.00,225,90000,36000,In-store
Foot Locker,1185732,06-10-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,45.00,400,180000,54000,In-store
Foot Locker,1185732,06-10-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35.00,250,87500,30625,In-store
Foot Locker,1185732,06-10-2021,Midwest,Iowa,Des Moines,Women's Street Footwear,35.00,150,52500,15750,In-store
Foot Locker,1185732,06-10-2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35.00,125,43750,13125,In-store
Foot Locker,1185732,06-10-2021,Midwest,Iowa,Des Moines,Men's Apparel,45.00,125,56250,28125,In-store
West Gear,1185732,06-10-2021,Midwest,Iowa,Des Moines,Women's Apparel,50.00,250,125000,50000,In-store
West Gear,1185732,06-11-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,45.00,400,180000,54000,In-store
West Gear,1185732,06-11-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35.00,275,96250,33688,In-store
West Gear,1185732,06-11-2021,Midwest,Iowa,Des Moines,Women's Street Footwear,35.00,220,77000,23100,In-store
West Gear,1185732,06-11-2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35.00,200,70000,21000,In-store
West Gear,1185732,06-11-2021,Midwest,Iowa,Des Moines,Men's Apparel,60.00,175,105000,52500,In-store
West Gear,1185732,06-11-2021,Midwest,Iowa,Des Moines,Women's Apparel,65.00,275,178750,71500,In-store
West Gear,1185732,05-12-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,60.00,525,315000,94500,In-store
West Gear,1185732,05-12-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,50.00,325,162500,56875,In-store
West Gear,1185732,05-12-2021,Midwest,Iowa,Des Moines,Women's Street Footwear,50.00,275,137500,41250,In-store
West Gear,1185732,05-12-2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,50.00,225,112500,33750,In-store
West Gear,1185732,05-12-2021,Midwest,Iowa,Des Moines,Men's Apparel,60.00,225,135000,67500,In-store
West Gear,1185732,05-12-2021,Midwest,Iowa,Des Moines,Women's Apparel,65.00,325,211250,84500,In-store
West Gear,1185732,03-01-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,30.00,450,135000,40500,In-store
West Gear,1185732,03-01-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.00,250,75000,26250,In-store
West Gear,1185732,03-01-2021,Midwest,Iowa,Des Moines,Women's Street Footwear,20.00,250,50000,15000,In-store
West Gear,1185732,03-01-2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.00,100,25000,7500,In-store
West Gear,1185732,03-01-2021,Midwest,Iowa,Des Moines,Men's Apparel,40.00,150,60000,30000,In-store
West Gear,1185732,03-01-2021,Midwest,Iowa,Des Moines,Women's Apparel,30.00,250,75000,30000,In-store
West Gear,1185732,03-02-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,30.00,500,150000,45000,In-store
